Year,Month,Stock_lag_MV,Stock_Excess_Vw_Ret,Bond_lag_MV,Bond_Excess_Vw_Ret
2000,12,14106.74388532672,0.0119331230944098,2.799616,0.0098194528914028
2001,1,14349.09797115602,0.032557590840197,2.787214,0.0038944312090135004
2001,2,14882.95858200934,-0.10020850721638751,2.772942,0.004715318957866199
2001,3,13419.55937282183,-0.0726563962597915,2.765,-0.0004029692806165998
2001,4,12507.23748652004,0.07935614034599929,2.786054,-0.0097381527316188
2001,5,13558.931324387699,0.006840169862547599,2.68415,0.0014044421547924
2001,6,13672.39375447605,-0.0193141250632352,2.640763,0.00019157915260629987
2001,7,13460.67991066864,-0.0213460906021109,2.627574,0.013294317508259301
2001,8,13215.750182945061,-0.06387328239870821,2.63173,0.0065455178458975
2001,9,12401.2144481621,-0.09230733102042239,2.689759,0.0087464914509537
2001,10,11264.36886780752,0.0248740202949069,2.697832,0.0163259084499017
2001,11,11573.553563660931,0.0752543011580683,2.69151,-0.015842870696079
2001,12,12439.55323056558,0.0161025988288547,2.705536,-0.005567538979188
2002,1,12656.37319030545,-0.0143997803463839,2.736116,0.0027850249280344
2002,2,12475.03406211921,-0.0229129932008179,2.703127,0.0047323947284334
2002,3,12192.431758041741,0.0423739202222763,2.770115,-0.014731611848123001
2002,4,12740.59040838683,-0.0520499526487413,2.790645,0.0138318443143213
2002,5,12098.79772938936,-0.013570151955746,2.755949,0.0027849850872586
2002,6,11934.101554668181,-0.07195026105942169,2.742454,0.007707276506388599
2002,7,11081.31605563508,-0.0819362749916085,2.800279,0.0127796256636576
2002,8,10186.576300678,0.004948408757160501,2.811369,0.011251232952895599
2002,9,10215.99444492771,-0.1032578505090081,2.837365,0.0142803052128168
2002,10,9158.015168193991,0.0782979447324684,2.894225,-0.0062411191634977005
2002,11,9873.72509497083,0.0595251678705933,2.8857,-0.006536842422665499
2002,12,10453.30154464803,-0.057521960111999004,2.942479,0.0143214109381336
2003,1,9853.39960026412,-0.0256228354085728,2.960667,-0.0022450468532336
2003,2,9596.28843461305,-0.0188252561891801,2.92673,0.0087686873756567
2003,3,9404.307885895809,0.0109073483667638,2.972653,-0.0020150565893471
2003,4,9499.78358219893,0.08180555400260861,3.060478,0.0017521800426537001
2003,5,10279.006446231899,0.0604651869382453,3.048624,0.014014223575399101
2003,6,10884.0982289331,0.014213292772531399,3.010444,-0.0025258511330684
2003,7,11047.62228008525,0.0233376648977081,3.119212,-0.0221451498764633
2003,8,11305.86911069169,0.0232811701521272,3.122843,0.0004989035701988999
2003,9,11572.36478380414,-0.0124011233160714,3.111733,0.0169736864926123
2003,10,11474.00798877685,0.0607902070363508,3.18642,-0.008548259291494699
2003,11,12172.82113260707,0.0134622391887078,3.204223,-0.00029972087740409996
2003,12,12339.496760857,0.0428350197896221,3.231562,0.0052771240986816
2004,1,12843.4824714858,0.021528992962679502,3.288396,0.004183093103512199
2004,2,13118.442949990651,0.0140057063009162,3.281211,0.006633395685636099
2004,3,13323.50913721887,-0.0131398720074887,3.314193,0.0046342726738306
2004,4,13182.57108166938,-0.018117315618213,3.41624,-0.0188268255595727
2004,5,12954.1116550329,0.0117409738328654,3.374268,-0.002361615227651
2004,6,13099.287116131241,0.0185595634287579,3.386584,0.0028331967926547
2004,7,13336.4319521129,-0.0403560734823735,3.445197,0.0040313567130368004
2004,8,12801.27036079826,0.0007449271237894,3.449022,0.0115158894794496
2004,9,12813.15149450792,0.015972577412969202,3.457332,0.00014304860393659995
2004,10,13004.86094247892,0.0142458457504209,3.485676,0.0038615080808936005
2004,11,13154.090877929239,0.0453717474881022,3.537745,-0.0086172774303644
2004,12,13781.69461685952,0.0341012370615634,3.566352,0.004414763184537
2005,1,14273.59639970391,-0.0275374039005673,3.560927,0.0028472505902599997
2005,2,13881.82389295778,0.0188185339524746,3.583867,-0.006193408598791
2005,3,14150.279657703279,-0.0193471033529917,3.615486,-0.0022990629140842
2005,4,13885.16939596566,-0.026088775559498,3.679997,0.0085189491380381
2005,5,13545.09587241217,0.0365105453357095,3.661514,0.006415352294602
2005,6,14026.28063424054,0.0057092381438193,3.597585,0.0021955651471355004
2005,7,14117.73920573372,0.0391388858137672,3.603765,-0.0102474322186518
2005,8,14678.53009704131,-0.011883721623581499,3.648388,0.0077760043165305
2005,9,14489.319702123501,0.0048319253566726,3.642991,-0.0096493992251467
2005,10,14593.19833612278,-0.020415363154607503,3.639111,-0.0061667979255845
2005,11,14304.463152582679,0.0361816106544,3.685018,0.0013449841680574998
2005,12,14832.55999070837,-0.0023781231621875,3.695351,0.0038234347467523996
2006,1,14790.87068661741,0.030327882241176,3.706014,-0.0036561137418308002
2006,2,15214.267415592649,-0.0029413758883259,3.724123,-0.0016535649143222
2006,3,15220.481482464122,0.014696000469920902,3.750819,-0.007693876504396201
2006,4,15479.826852671418,0.007267460180740001,3.838167,-0.0044285663143876
2006,5,15559.39018126758,-0.0354489746914934,3.811749,-0.0027610395579406
2006,6,15055.55977211927,-0.0034775304949349996,3.739739,-0.0003180747061825996
2006,7,15021.63573608752,-0.0077617510506841,3.741978,0.005233275336584199
2006,8,14932.22905698535,0.0202009866326475,3.767546,0.0062030811369638995
2006,9,15188.112533120411,0.0184890866189156,3.761859,0.0031219103924051
2006,10,15504.0174563129,0.0321963964609117,3.792997,0.0006555426500665
2006,11,16030.339982400881,0.0170369391378518,3.805401,0.0034722167995693996
2006,12,16308.122581568501,0.0085232939336112,3.785232,-0.0074646960143002
2007,1,16457.73223748572,0.0140126225738766,3.819366,-0.0030124465468646003
2007,2,16704.51811162878,-0.0195584545665761,3.824799,0.006884764894766599
2007,3,16386.25914145035,0.0068969817091528995,3.836654,-0.0023569337388562005
2007,4,16545.92076064268,0.034831645817682805,3.901732,0.0006043141595544
2007,5,17138.90382508592,0.0324051896879197,3.87473,-0.008106684203106701
2007,6,17688.65974319562,-0.0194861626832974,3.778049,-0.0025590864567850997
2007,7,17356.847017217362,-0.0371133147016874,3.798251,0.008713083652547299
2007,8,16687.94255801883,0.0091741747604189,3.830372,0.0069567333319808
2007,9,16834.123384021248,0.0320307188704681,3.832719,0.0010783683633785995
2007,10,17318.95164728291,0.0180046338964577,3.892458,0.0033879830330669
2007,11,17559.42798204668,-0.0480168673935477,3.818672,0.018668011455926902
2007,12,16640.43273841843,-0.0088016682184158,3.893565,-0.0020004211395632998
2008,1,16490.93471789587,-0.0637097652829378,3.942124,0.0170453028251195
2008,2,15420.56727369469,-0.030841055959122,3.903779,0.0056536892747819
2008,3,14878.40502376121,-0.0095320115367751,3.972874,0.0034562843108265004
2008,4,14746.23105431192,0.0467541458999639,4.099094,-0.0110275479517081
2008,5,15408.99964115068,0.0194167568993346,4.019121,-0.0094787721456845
2008,6,15677.81815609347,-0.0842575192876986,4.018773,0.0046546906969362
2008,7,14351.62418342061,-0.0075815124946654,4.042494,0.0025757458585888996
2008,8,14225.478629150819,0.015211003889667401,4.081687,0.0056659750355933
2008,9,14406.79804097139,-0.09291998620827391,4.174809,0.0041590154961922
2008,10,13075.84066623929,-0.17166104118460487,4.534957,0.0002190612716112001
2008,11,10767.82426539885,-0.0774925394087097,4.922521,0.0290051377527883
2008,12,9842.331866535427,0.0176490266436298,5.076132,0.017994122083118798
2009,1,9988.10490292983,-0.08085062630680849,5.030758,-0.015526387408426
2009,2,9148.48217082228,-0.1008893076533402,5.087654,-0.0021683249776274
2009,3,8175.58834479087,0.0896463207548541,5.310335,0.011438730928177201
2009,4,8783.251494092381,0.1016479090544907,5.51864,-0.0101550590766432
2009,5,9660.40112760272,0.0520510519589013,5.571375,-0.005457195540833499
2009,6,10180.83052396366,0.004290682662382,5.709102,-0.0014775724638739999
2009,7,10243.39524639617,0.07715430799447541,5.864377,0.0030502182136901
2009,8,11037.988592853491,0.0332474088201789,5.955394,0.0050798085238604
2009,9,11422.52983080916,0.0407815789344839,6.052943,0.0046415729834928
2009,10,11948.274976372471,-0.025538133794651297,6.179915,2.5550748154448195e-06
2009,11,11590.04740109486,0.055698366858362304,6.188354,0.008441523025785299
2009,12,12200.9814343517,0.0274666147785104,6.262433,-0.016558947298503098
2010,1,12550.00876645434,-0.0334623382967082,6.472713,0.0111066550201593
2010,2,12120.77188988418,0.033901007882505094,6.530802,0.0010949122695364
2010,3,12495.90410095442,0.06305578585165571,6.622925,-0.0047154284273941
2010,4,13302.0129007698,0.0199846741374654,6.92636,0.0071312446717599004
2010,5,13553.14198308527,-0.0789165150179864,7.057622,0.0110189516999009
2010,6,12465.245451312241,-0.0555366822015449,7.246358,0.0132833756285743
2010,7,11750.03547768246,0.0690743627933071,7.326192,0.0037290464401012998
2010,8,12513.01434675637,-0.0477071498965587,7.441604,0.0139052894380726
2010,9,11875.00261515391,0.0954043691024233,7.542566,-0.0002358051561446
2010,10,12974.85676435232,0.0386716082762675,7.64564,-0.0007681153452763
2010,11,13439.96002610545,0.0059481339037038,7.786456,-0.0052116855735071
2010,12,13571.56450929833,0.0681318170428357,7.838768,-0.012299941143662799
2011,1,14480.21362864916,0.0198905323657884,7.99438,-0.0002077553163811
2011,2,14796.43886549177,0.034831671836069,8.12689,-0.0009706197040135
2011,3,15276.12032671088,0.0044787103989741995,8.155468,-0.0010589239509685
2011,4,15339.904134205231,0.0289245892041176,8.233139,0.0094002126463343
2011,5,15759.99825267695,-0.0126842823500624,8.313352,0.0106032045468295
2011,6,15507.30703419776,-0.0174127241464716,8.36775,-0.0020225134695841
2011,7,15180.38497410911,-0.0235011914117183,8.430411,0.0135482019144859
2011,8,14789.63750656561,-0.0598003843412588,8.558769,0.0190544517609927
2011,9,13841.94517885728,-0.0756645271285193,8.564279,0.011886139095903999
2011,10,12726.59941667598,0.1133175376356186,8.670241,-0.003294403578615
2011,11,14116.13575593496,-0.0027998812119948,8.782061,0.002817158725319
2011,12,13983.133102624492,0.0074025673835042,8.854997,0.0064474408684631
2012,1,14018.18289908939,0.0504937039130023,8.988996,0.0033983749641274996
2012,2,14690.980583907749,0.0441721394624151,9.100593,-0.0047293840459174
2012,3,15273.40892523265,0.0311688644173925,9.191577,-0.0070866997933208
2012,4,15730.85585773295,-0.0085871735352299,9.34766,0.0104632027331621
2012,5,15567.781152223339,-0.0616794723951423,9.425469,0.012970076299842198
2012,6,14544.85955783636,0.0389190426820631,9.406598,-0.0028656013175539
2012,7,15076.091280674811,0.007866101748319499,9.545024,0.0077701069697927
2012,8,15151.00372485437,0.0254795057683328,9.607231,-0.0012047336704106
2012,9,15452.39712300886,0.0273100117905257,9.638883,-0.0025004839117077
2012,10,15852.32380454876,-0.0175277672916276,9.740801,-0.0016973784238397
2012,11,15539.30919234218,0.0077619861418131,9.821259,0.0039293462944739
2012,12,15577.713740730649,0.0117169522599615,9.864837,-0.0036464111235316
2013,1,15709.62593271468,0.055673017145885496,9.98418,-0.0061291990028349
2013,2,16565.68388845487,0.0128580073821517,10.007206,0.0045768039371052996
2013,3,16696.82878027137,0.0403252124617515,10.2025,0.0007893675667442
2013,4,17368.48604539778,0.0155340059804018,10.328891,0.0071578403769344
2013,5,17613.65568090899,0.0280299511826583,10.3,-0.0132383256781883
2013,6,18058.09200710923,-0.0119227599118018,10.212969,-0.0104984137387599
2013,7,17779.99832809303,0.0564263118669696,10.310489,-0.0006516989682799
2013,8,18731.53390822735,-0.0270396991536896,10.367123,-0.0056134723197864
2013,9,18178.17878731497,0.0376692796227555,10.425668,0.0073605755036098
2013,10,18812.817700611,0.041660857480292995,10.464009,0.0034290177190011
2013,11,19530.57041349763,0.031218957040361397,10.471333,-0.0028974080809902997
2013,12,20095.272456564788,0.0280770190719558,10.638025,-0.0082432104094681
2014,1,20618.54134277179,-0.033168830189538895,10.676765,0.0138864392569476
2014,2,19917.9578808406,0.0464898939348889,10.61515,0.0017832297571166
2014,3,20822.672901219572,0.0043736650732037995,10.767118,-0.0022139158442295997
2014,4,20886.5444791278,-0.0018771736378523,10.922939,0.0045859044979753
2014,5,20866.426267372797,0.0206016720298195,10.78421,0.0073438588077823
2014,6,21216.65375316863,0.0260895263529441,10.769918,-0.0011309362028342
2014,7,21748.21943013303,-0.020383213007926698,10.753346,-0.0004950899290491
2014,8,21266.838268237098,0.0423232734000088,10.799359,0.0089396387695477
2014,9,22070.84110496385,-0.0196947223123102,10.848526,-0.0039079846632759
2014,10,21594.68439406768,0.025117730674526297,10.89881,0.0072482526646420005
2014,11,22103.15889587883,0.0254916880088625,10.934773,0.0077642751762585
2014,12,22574.11326106735,-0.0005821159250247,10.967535,0.0006479595849783
2015,1,22480.279879294652,-0.0310894333010636,11.046191,0.0224320070165713
2015,2,21737.961802575723,0.0612861030151689,11.092205,-0.0132152894879189
2015,3,22924.88005116523,-0.0110751982197954,11.103538,0.0049740744398724
2015,4,22550.81802789684,0.005886605136205,11.185907,-0.004006106800442001
2015,5,22651.31963076529,0.0136294013692969,11.126198,-0.0031538906437048003
2015,6,22844.72563422549,-0.015260073442871601,11.134213,-0.0068711824493801
2015,7,22442.38272968483,0.015496519852843001,11.163306,0.0087624505398553
2015,8,22777.07848038546,-0.0602388223882315,11.227068,-0.0013451938927665
2015,9,21313.69010222145,-0.030644475861877702,11.214682,0.0087722218206137
2015,10,20584.28272507212,0.0774645378785541,11.24889,-0.0033470853214931
2015,11,22079.062173301332,0.0056474678490079,11.176159,-0.0030316549548198
2015,12,22095.666501920972,-0.021653502836594098,11.417963,-0.0017554279527846
2016,1,21537.66696907495,-0.0575136211471219,11.489514,0.0166811941462374
2016,2,20213.98559535617,-0.0007029167697888,11.539788,0.006651562682678499
2016,3,19996.5573645592,0.0695160026213098,11.60671,0.001352945865828
2016,4,21296.32822800743,0.0091486875326198,11.684659,-0.0018755959721334001
2016,5,21421.727715459598,0.0177129148411998,11.666705,-4.626951004662188e-05
2016,6,21647.671250741132,-0.0004425417088818,11.625284,0.0184539730408834
2016,7,21588.371361596903,0.0395203859003587,11.67583,0.0020275204799098
2016,8,22360.38086393374,0.0049609180078592,11.732994,-0.0047809579350981
2016,9,22390.82730138498,0.002624081796538,11.781241,-0.0002047528075159159
2016,10,22331.323321393502,-0.0201889292207303,11.85802,-0.008165566052276899
2016,11,21838.418765138482,0.048629673727744904,12.022283,-0.0203453438412993
2016,12,22803.39060306699,0.018163449555067,12.08999,-0.000703217154558
2017,1,23132.96428884978,0.019374053069099898,12.101829,0.0016198072881658998
2017,2,23548.80749822499,0.0355843896333711,12.127142,0.0022416858174027
2017,3,24280.17717145207,0.0016701006176876002,12.04056,0.0011865556553239
2017,4,24264.143533764993,0.010875331678896,12.117009,0.0044743421368353
2017,5,24515.88890691261,0.010634645728135701,12.156215,0.0042535210732128
2017,6,24724.647504379187,0.0079618476193765,12.123583,-0.0011530555254460999
2017,7,24814.5321409717,0.0186757270289102,12.1534,0.0003514224799215
2017,8,25133.11611430716,0.0017189386001636,12.230868,0.0079115236957126
2017,9,25135.07447563178,0.0249570465506477,12.185665,-0.007560706944481599
2017,10,25748.18504910538,0.022493254376832,12.355155,-0.0013718849662837
2017,11,26277.30033816887,0.031219627322786603,12.470147,-0.0011226813791271
2017,12,27032.677010365842,0.010534944192053001,12.527644,0.0014573244190106002
2018,1,27283.71871655695,0.0557596151911178,12.604683,-0.0104439929519424
2018,2,28820.2613803068,-0.036448026702443695,12.612789,-0.0066136789253499004
2018,3,27694.66116718616,-0.022548248944728202,12.721504,0.0068608464965506
2018,4,26999.15379757097,0.0028023393900340997,12.965916,-0.0077486563120355
2018,5,27132.60882047977,0.0264782426170134,12.944809,0.0049140659402230995
2018,6,27839.287810178692,0.004888057055343099,12.89167,0.00040290434323260005
2018,7,27871.19745541737,0.031975113632017306,12.989736,-0.0039127576785822
2018,8,28761.14928896484,0.0344631179145793,13.095575,0.0042316120263116
2018,9,29693.01400208441,0.0006149750492067002,13.213249,-0.008123566113168699
2018,10,29679.61240192458,-0.076456384205369,13.284576,-0.0042889855235393
2018,11,27349.407253827863,0.0170677404361206,13.317968,0.0059207131697005
2018,12,27664.51701669435,-0.0954204662618351,13.30732,0.013973834619855
2019,1,24964.22739094219,0.08410036255503639,13.468483,0.0021220298666291
2019,2,27044.41169463671,0.033938517331187204,13.459355,-0.0035211457167949
2019,3,27848.641275498212,0.010999700071324201,13.491569,0.0131844758984381
2019,4,28138.56408870628,0.0396050945737138,13.770403,-0.0037576442202178002
2019,5,29245.804240739762,-0.0692542223297929,13.758386,0.016673083238836803
2019,6,27280.744968940868,0.0692299678105287,13.697594,0.0044839143503718
2019,7,29209.397990925758,0.0122376111614262,13.802757,-0.00118974670735
2019,8,29570.361352451728,-0.0260074874924637,13.708863,0.0235886677840331
2019,9,28755.086546138402,0.014292753683160998,13.755719,-0.007386358362541199
2019,10,29155.62487944616,0.0206112311080868,14.06398,-0.0008211343365630001
2019,11,29715.20415765855,0.038673589188076105,14.149142,-0.003100668450407
2019,12,30775.059849998717,0.0276318894008257,14.347371,-0.0054104032763277
2020,1,31594.79571170541,-0.0009176371631674002,14.34262,0.0184454305155898
2020,2,31535.343084046668,-0.0812844243499933,14.380197,0.016878649981520298
2020,3,28931.39326287857,-0.1337654258146048,14.503814,0.023478358414518202
2020,4,25025.34163097401,0.1359005086918011,14.724398,0.0014522259702015
2020,5,28385.44737061314,0.055831419039986806,15.717685,-0.0009941417393439
2020,6,29951.47098658485,0.0246099929532804,16.532871,0.0008505539652477
2020,7,30723.82013191656,0.0576954721479883,17.363549,0.0068981146078341
2020,8,32542.144353572337,0.0762626722336176,17.540773,-0.007099307505206
2020,9,35025.81348880762,-0.0362833341313491,17.616046,0.0013118494306657998
2020,10,33812.00904333478,-0.0210023387779889,17.868766,-0.0064175052348599
2020,11,33111.61915709762,0.1246808941518191,17.956067,0.0029545626045070997
2020,12,37257.60249567442,0.046313430518285806,18.068858,-0.0020828460371834
2021,1,39098.50307868889,-0.0002029950637527,18.30644,-0.0053127455171381
2021,2,39124.96486054069,0.0277720635460658,18.52256,-0.0132756764893042
2021,3,40270.93401188076,0.030849313418071102,18.590657,-0.0096514615674714
2021,4,41740.5808864586,0.0492278699335543,18.81026,0.0054839944170326
2021,5,43941.259486729316,0.0028766719822722,18.777908,0.0014130359934986
2021,6,44079.41396351331,0.0275110395847789,18.669788,0.0054854240899981
2021,7,45388.47557242406,0.0126465962387754,18.861944,0.0102992065568718
2021,8,46001.89643737957,0.029069085386784,19.05142,-0.0016467596767215
2021,9,47305.57494703837,-0.0436707887377735,18.966135,-0.006219679137951
2021,10,45312.370455411365,0.06648173506219901,19.061914,-0.0015179673551796
2021,11,48315.66080510243,-0.015459680790373801,19.452787,0.0049500218456062
2021,12,47603.33274107913,0.0310063155381431,19.35973,-0.003939258799201
2022,1,49037.60894423985,-0.062474025061487304,19.642686,-0.013151171960548401
2022,2,45935.80079238443,-0.0228137975073353,20.176595,-0.0045097009108992
2022,3,44861.089818625325,0.0305660461316634,20.220345,-0.023017899068359902
2022,4,46079.64600718134,-0.0944362117075248,20.346119,-0.0248918428642919
2022,5,41668.27668663959,-0.0034071999204717,20.435582,0.0027432540878349
2022,6,41429.2537114626,-0.0842379964348725,20.265664,-0.0086532152114374
2022,7,37831.97297278709,0.0955605948884053,20.388772,0.013406145230319
2022,8,41373.36074694813,-0.0377071143745648,20.541339,-0.0225963175288864
2022,9,39767.97162350118,-0.0934781426948829,20.669137,-0.0286283701247959
2022,10,36039.51098954308,0.0783509349346088,20.793648,-0.012211829257979801
2022,11,38792.01203077031,0.0461029307762547,20.947719,0.0214796183422728
2022,12,40527.31331166516,-0.0640618834508149,20.955656,-0.010155269025586201
2023,1,37951.30538725455,0.0664143311551237,20.94818,0.0180973022099505
2023,2,40553.29867117553,-0.025851975992996303,21.247076,-0.0204081642069101
2023,3,39495.06873245551,0.024428113089458,21.268594,0.02114753280023
2023,4,40463.52541234111,0.0059251185606611,21.365779,0.0005224950172584997
2023,5,40791.8330827158,0.0034273705497600998,21.302955,-0.0125732466644896
2023,6,41014.1914897007,0.064558971118999,21.201485,-0.0082503775816576
2023,7,43754.32621627582,0.0322336103073857,21.839502,-0.0056700179412832
2023,8,45286.6188502796,-0.0238698173565315,22.237292,-0.0079195747849148
2023,9,44242.217893821835,-0.0523906684430238,22.263084,-0.020219595820715
2023,10,42056.231865757916,-0.0317831281371779,22.778684,-0.014801475269475499
2023,11,40756.910223481245,0.08863561798806731,22.959323,0.0263163584961547
2023,12,44403.429944121,0.048692878302923404,23.017604,0.0217194797477551
2024,1,46631.66238098646,0.007015671842987701,23.262016,-0.0037149681793915
2024,2,47140.19882945392,0.0506540327059168,23.373292,-0.0142964576961253
2024,3,49605.34318204971,0.028406313478843197,23.506395,0.0016133576197729996
2024,4,51113.14140535412,-0.0468723438542062,23.768157,-0.020675903630917
2024,5,48908.14189528505,0.0432632824126128,23.620926,0.007184976141245101
2024,6,51129.06144134458,0.0276982667562741,23.629648,0.0038994103680979
2024,7,52701.20261212976,0.0121710214726229,23.88711,0.0151126446828862
2024,8,53565.91712137945,0.016517355398537,24.076745,0.0057181955993734
2024,9,54594.98846898674,0.0168051738804219,24.240686,0.004994083589537301
2024,10,55717.449768711056,-0.0097050131249197,24.488777,-0.0206430206980331
2024,11,55336.41355677566,0.0650025058470649,24.537372,0.0036747420561256995
2024,12,59062.95280902655,-0.0316365001302184,24.807002,-0.0156493034563095
